"id","province","city","address","postalCode","longitude","latitude","price","buildingTypeId","tradeTypeId","listingDate","daysOnMarket","bedrooms","bathroomTotal","propertyType","ownerShipType"
"522875","Ontario","Scarborough","25 Edgeway Gate","M1V 1J6","-79.2841589","43.806512","965000.00","3","1","2018-7-13","33","4 + 2","6","Single Family","Freehold"
"535194","Ontario","Scarborough","106 Havendale Rd","M1S 1E5","-79.2840468","43.7930334","1390000.00","3","1","2018-7-25","23","4 + 3","4","Single Family","Freehold"
"523873","Ontario","Toronto","106-2 Ridelle Ave","M6B 1H4","-79.4272682","43.7072889","429000.00","1","1","2018-7-27","18","2","1","Single Family","Condominium/Strata"
"339308","Ontario","Toronto","1912-628 Fleet St","M5V 1A9","-79.4033004","43.6361646","3500.00","1","2","2018-8-2","23","2","2","Single Family","Condominium/Strata"
"466500","Ontario","York","1602-270 Scarlett Rd","M6N 4X7","-79.5069852","43.6773071","458000.00","1","1","2018-7-31","22","2","1","Single Family","Condominium/Strata"
"701569","Ontario","North York","57 Futura Dr","M3N 2L6","-79.5094201","43.7500944","788900.00","3","1","2018-5-27","70","4 + 1","3","Single Family","Freehold"
"439314","Ontario","Etobicoke","1407-10 Park Lawn Rd","M8Y 3K4","-79.4836951","43.6232891","2600.00","1","2","2018-8-8","13","2","2","Single Family","Condominium/Strata"
"407056","Ontario","Toronto","820-35 Bastion St","M5V 0C2","-79.4036996","43.637225","2750.00","1","2","2018-7-9","33","2","2","Single Family","Condominium/Strata"
"511252","Ontario","Scarborough","120-1881 Mcnicoll Ave","M1V 5M2","-79.3050379","43.8101105","518000.00","6","1","2018-6-14","50","3 + 1","3","Single Family","Condominium/Strata"
"637903","Ontario","North York","422 Drewry Bsmnt Ave","M2R 2K5","-79.4377094","43.7828858","1400.00","3","2","2018-8-10","12","2","1","Single Family","Freehold"
"522260","Ontario","Toronto","239-15 Merchants Wharf","M5A 0N8","-79.3643417","43.6450775","3000.00","1","2","2018-8-21","9","1","1","Single Family","Condominium/Strata"
"415371","Ontario","North York","305-120 Harrison Garden Blvd","M2N 0C2","-79.4031651","43.7580713","503800.00","1","1","2018-7-25","14","1 + 1","1","Single Family","Condominium/Strata"
"710756","Ontario","North York","104-1121 Steeles Ave W","M2R 3W7","-79.4496418","43.7901031","479000.00","1","1","2018-5-12","108","2","2","Single Family","Condominium/Strata"
"603252","Ontario","Etobicoke","2311-88 Park Lawn Rd","M8Y 0B5","-79.4849171","43.6240747","3499.00","1","2","2018-8-6","21","2 + 1","2","Single Family","Condominium/Strata"
"332770","Ontario","Scarborough","108 Bellefontaine St","M1S 4E6","-79.2921637","43.8013456","708000.00","6","1","2018-7-5","34","3","3","Single Family","Freehold"
"442640","Ontario","Toronto","801-115 Richmond St E","M5C 1N9","-79.3735713","43.6526556","499000.00","1","1","2018-8-15","15","1","1","Single Family","Condominium/Strata"
"562511","Ontario","Toronto","344 Logan Ave","M4M 2N7","-79.3437504","43.6628687","879000.00","3","1","2018-8-9","7","3 + 1","2","Single Family","Freehold"
"831762","Ontario","York","501-1 Hickory Tree Rd","M9N 3W4","-79.5137737","43.6981445","319900.00","1","1","2018-7-10","31","2 + 1","2","Single Family","Condominium/Strata"
"457634","Ontario","Toronto","301-15 Beverley St","M5T 1X8","-79.3921684","43.650405","2680.00","1","2","2018-7-8","40","1 + 1","1","Single Family","Condominium/Strata"
"567224","Ontario","North York","Ph07-1060 Sheppard Ave W","M3J 0G7","-79.4639723","43.7505012","439000.00","1","1","2018-6-15","63","1 + 1","2","Single Family","Condominium/Strata"
"569594","Ontario","Toronto","602-170 Sumach St","M5A 3K2","-79.3605766","43.6602919","2550.00","1","2","2018-8-3","13","2","2","Single Family","Condominium/Strata"
"609892","Ontario","North York","803-18 Hollywood Ave","M2N 6P5","-79.4110424","43.7665535","3350.00","1","2","2018-8-11","11","3","2","Single Family","Condominium/Strata"
"729687","Ontario","North York","1815-33 Singer Crt","M2K 0B4","-79.3686002","43.7696154","475900.00","1","1","2018-8-14","14","1 + 1","1","Single Family","Condominium/Strata"
"393927","Ontario","Toronto","1009-101 Charles St E","M4Y 1V2","-79.3805797","43.6695928","1899.00","1","2","2018-7-5","41","0","1","Single Family","Condominium/Strata"
"427105","Ontario","Scarborough","Upper-196 Aylesworth Ave","M1N 2J6","-79.2632744","43.7036129","2100.00","3","2","2018-7-31","15","3","1","Single Family","Freehold"
"436686","Ontario","Scarborough","805-88 Corporate Dr","M1H 3G6","-79.249782","43.7809564","2250.00","1","2","2018-8-16","15","2","2","Single Family","Condominium/Strata"
"673703","Ontario","Scarborough","52 Harewood Ave","M1M 2R3","-79.2339912","43.719959","1299900.00","3","1","2018-7-27","16","4 + 2","4","Single Family","Freehold"
"694641","Ontario","Toronto","201-2114 Yonge St","M4S 2A5","-79.3979073","43.7029672","649900.00","1","1","2018-7-12","48","1 + 1","1","Single Family","Condominium/Strata"
"492274","Ontario","Scarborough","82 Westbourne Ave","M1L 2Y5","-79.291171","43.704691","2500.00","3","2","2018-8-12","10","2 + 2","2","Single Family","Freehold"
"570481","Ontario","North York","40 Courville Cawy","M2J 3V5","-79.3388118","43.7928274","649000.00","6","1","2018-8-12","14","4","3","Single Family","Condominium/Strata"
"82940","Ontario","North York","20 Munro Blvd N","M2P 1B9","-79.3991502","43.7460335","4250.00","3","2","2018-8-10","5","4","4","Single Family","Freehold"
"693570","Ontario","Toronto","1-388 Manning Ave","M6G 2V7","-79.4131692","43.6564544","3600.00","19","2","2018-7-25","9","3","1","Single Family",""
"647303","Ontario","Toronto","Ph 8-65 St Mary St","M5S 0A6","-79.3891532","43.6672109","2100.00","1","2","2018-8-9","7","0","1","Single Family","Condominium/Strata"
"726003","Ontario","Toronto","307-608 Richmond St W","M5V 1Y9","-79.4027979","43.6468075","2000.00","1","2","2018-8-13","4","1","1","Single Family","Condominium/Strata"
"343911","Ontario","Toronto","912-39 Brant St","M5V 2L9","-79.3978064","43.6464336","2000.00","1","2","2018-8-7","4","1","1","Single Family","Condominium/Strata"
"674594","Ontario","Toronto","1816-70 Roehampton Ave","M4P 1R2","-79.3960994","43.7089554","3100.00","1","2","2018-8-13","16","2","2","Single Family","Condominium/Strata"
"748463","Ontario","North York","1315-80 Harrison Garden Blvd","M2N 7E3","-79.4057622","43.7563264","498000.00","1","1","2018-8-3","18","1 + 1","1","Single Family","Condominium/Strata"
"565544","Ontario","Scarborough","81-70 Crockamhill Dr","M1S 3H1","-79.28318","43.7982999","569000.00","6","1","2018-7-30","24","3 + 1","3","Single Family","Condominium/Strata"
"738325","Ontario","Scarborough","Main-35 Trumpeter St","M1B 6J5","-79.18516","43.806564","2150.00","3","2","2018-7-24","29","3","3","Single Family","Freehold"
"519464","Ontario","Etobicoke","714-60 Annie Craig Dr","M8V 0C5","-79.4787673","43.6251177","1680.00","1","2","2018-8-27","4","0","1","Single Family","Condominium/Strata"
"328592","Ontario","North York","367 Woodsworth Rd","M2L 2T8","-79.3646396","43.7615394","1899000.00","3","1","2018-5-31","70","5 + 2","4","Single Family","Freehold"
"458294","Ontario","Scarborough","1603-185 Bonis Ave","M1T 3W6","-79.2920405","43.7853544","1750.00","1","2","2018-7-26","9","1","1","Single Family","Condominium/Strata"
"561936","Ontario","Scarborough","145-10 Livonia Pl","M1E 4W6","-79.2054348","43.7868618","485000.00","6","1","2018-7-19","42","4 + 2","4","Single Family","Condominium/Strata"
"743159","Ontario","Toronto","312-608 Richmond Street West St","M5V 0N9","-79.4027979","43.6468075","2050.00","1","2","2018-6-18","66","1","1","Single Family","Condominium/Strata"
"621323","Ontario","Toronto","505-1331 Queen St E","M4M 1K9","-79.3267217","43.6638689","485900.00","1","1","2018-8-4","16","1","1","Single Family","Condominium/Strata"
"681802","Ontario","North York","Ph202-5785 Yonge St","M2M 4J2","-79.4152713","43.7837148","2800.00","1","2","2018-7-28","24","2","2","Single Family","Condominium/Strata"
"877928","Ontario","Toronto","Main-1353 Davenport Rd","M6H 2H5","-79.4399334","43.6730167","2500.00","3","2","2018-7-28","23","3","1","Single Family","Freehold"
"686930","Ontario","Scarborough","3306-50 Town Centre Crt","M1P 4Y7","-79.2552731","43.773249","2000.00","1","2","2018-8-8","10","1","1","Single Family","Condominium/Strata"
"778981","Ontario","Toronto","3-259 Gerrard St E","M5A 2G1","-79.3687347","43.6617108","2700.00","6","2","2018-4-12","135","1","1","Single Family","Freehold"
"969673","Ontario","Etobicoke","603-2220 Lake Shore Blvd W","M8V 3H8","-79.4831899","43.6227293","449999.00","1","1","2018-8-17","8","1 + 1","1","Single Family","Condominium/Strata"
"465560","Ontario","Toronto","1203-58 Orchard View Blvd","M4R 1B9","-79.4007848","43.708008","549888.00","1","1","2018-8-1","21","1 + 1","1","Single Family","Condominium/Strata"
"440060","Ontario","Toronto","12 Newmarket Ave","M4C 1V7","-79.3073617","43.6894711","759000.00","3","1","2018-8-2","3","2 + 1","2","Single Family","Freehold"
"782453","Ontario","Toronto","606-52 Forest Manor Rd","M2J 0E2","-79.3458375","43.7732477","2100.00","1","2","2018-8-18","7","1 + 1","1","Single Family","Condominium/Strata"
"322560","Ontario","Scarborough","24 Pondtail Dr","M1V 1Z2","-79.2792221","43.8172612","789000.00","3","1","2018-6-24","62","3 + 2","3","Single Family","Freehold"
"559569","Ontario","Toronto","2802-55 Charles St W","M5S 2W9","-79.3890231","43.6676857","4440.00","1","2","2018-7-31","23","3","2","Single Family","Condominium/Strata"
"563105","Ontario","Etobicoke","811-3391 Bloor St W","M8X 1G3","-79.523891","43.644289","1900.00","1","2","2018-8-15","8","1 + 1","1","Single Family","Condominium/Strata"
"391204","Ontario","Toronto","13-10 Hargrave Lane","M4N 0A4","-79.3799988","43.7222229","3600.00","6","2","2018-6-18","60","3","3","Single Family","Condominium/Strata"
"631013","Ontario","North York","1903-28 Harrison Garden Blvd","M2N 7B5","-79.4086231","43.7566697","449000.00","1","1","2018-6-20","52","1","1","Single Family","Condominium/Strata"
"485949","Ontario","Toronto","1719-352 Front St W","M5V 0K3","-79.3923045","43.6434855","575000.00","1","1","2018-6-8","55","1 + 1","1","Single Family","Condominium/Strata"
"558259","Ontario","Toronto","1610-88 Harbour St","M5J 1B7","-79.3790357","43.6417772","3100.00","1","2","2018-7-26","7","3","2","Single Family","Condominium/Strata"
"533512","Ontario","Toronto","830e-36 Lisgar St","M6J 0C7","-79.4234431","43.6415965","1900.00","1","2","2018-7-23","25","1","1","Single Family","Condominium/Strata"
"594321","Ontario","Toronto","3403-33 Bay St","M5J 2Z3","-79.3771558","43.6426179","3100.00","1","2","2018-7-31","17","2 + 1","2","Single Family","Condominium/Strata"
"1024537","Ontario","Toronto","Th117-90 Stadium Rd","M5V 3W5","-79.4011786580086","43.6344559179539","4200.00","6","2","2018-7-6","40","2","2","Single Family","Condominium/Strata"
"453523","Ontario","Toronto","304-17 Dundonald St","M4Y 1K3","-79.383465","43.6659283","2200.00","1","2","2018-8-21","7","1","1","Single Family","Condominium/Strata"
"273133","Ontario","East York","20 Sutherland Ave","M4C 1R9","-79.2892667","43.6921318","838000.00","3","1","2018-4-14","132","2 + 1","2","Single Family","Freehold"
"445963","Ontario","Toronto","607-323 Richmond St","M5A 4S7","-79.3686431","43.6531574","3000.00","1","2","2018-8-8","6","2 + 1","2","Single Family","Condominium/Strata"
"475802","Ontario","Toronto","C-388 Manning Ave","M6G 2V7","-79.4131692","43.6564544","799000.00","6","1","2018-5-18","96","2","2","Single Family","Freehold"
"436025","Ontario","North York","312-23 Lorraine Dr","M2N 6Z6","-79.4166278","43.7780172","2500.00","1","2","2018-8-2","27","2","2","Single Family","Condominium/Strata"
"475991","Ontario","Scarborough","519-2627 Mccowan Rd","M1S 5T1","-79.2655088","43.8071304","349900.00","1","1","2018-7-7","27","1","1","Single Family","Condominium/Strata"
"465587","Ontario","Toronto","509-825 Church St","M4W 3Z4","-79.386919","43.672943","699900.00","1","1","2018-4-12","112","1 + 1","1","Single Family","Condominium/Strata"
"469392","Ontario","Etobicoke","Bsmt-408 Horner Ave","M8W 2A4","-79.5352101","43.6039941","885.00","3","2","2018-8-2","3","2","1","Single Family","Freehold"
"694602","Ontario","York","2-430 Ridelle Ave","M6B 1K4","-79.4438198","43.7036271","2150.00","13","2","2018-6-15","50","2 + 1","1","Single Family",""
"463019","Ontario","York","65-1130 Briar Hill Ave","M6B 1M7","-79.4511659","43.7027422","639900.00","6","1","2018-7-7","28","2","2","Single Family","Condominium/Strata"
"102577","Ontario","Scarborough","Unit 3 Pidgeon St","M1L 0C9","-79.2781898","43.7153539","799900.00","6","1","2018-5-18","93","3","3","Single Family","Freehold"
"588236","Ontario","Toronto","3008-381 Front St W","M5V 3R8","-79.3927596","43.64278","2800.00","1","2","2018-8-8","14","1 + 1","1","Single Family","Condominium/Strata"
"11167","Ontario","North York","5 Sumner Heights Dr","M2K 1Y2","-79.3892937","43.7790301","3600.00","3","2","2018-7-30","11","3 + 2","3","Single Family","Freehold"
"465433","Ontario","Scarborough","416-175 Bamburgh Circ","M1W 3X8","-79.324639","43.8123082","2480.00","1","2","2018-8-1","7","2 + 1","2","Single Family","Condominium/Strata"
"747072","Ontario","Etobicoke","17 Dunning Cres","M8W 4S7","-79.5549658","43.6024134","1075000.00","3","1","2018-8-1","9","2 + 1","2","Single Family","Freehold"
"491616","Ontario","Toronto","38 Grenville St","M4Y 1A5","-79.3857479","43.6618956","3250.00","1","2","2018-8-22","6","2","2","Single Family","Condominium/Strata"
"139209","Ontario","North York","242 Armour Blvd","M3H 1N2","-79.4341925","43.7459358","1799000.00","3","1","2018-6-20","43","5 + 1","6","Single Family","Freehold"
"512682","Ontario","Toronto","2006-55 Regent Park Blvd","M5A 3H6","-79.3610251","43.6594213","1700.00","1","2","2018-7-20","12","0 + 1","1","Single Family","Condominium/Strata"
"419291","Ontario","Toronto","802-25 Capreol Crt","M5V 3Z7","-79.3955671","43.6407261","2000.00","1","2","2018-8-3","6","1","1","Single Family","Condominium/Strata"
"466858","Ontario","Toronto","711-19 Grand Trunk Cres","M5J 3A3","-79.3825655","43.6416826","779000.00","1","1","2018-7-7","47","2","2","Single Family","Condominium/Strata"
"421917","Ontario","North York","68 Thwaite Ave","M3L 2C7","-79.5038027","43.742222","739000.00","3","1","2018-7-17","35","3 + 1","2","Single Family","Freehold"
"729896","Ontario","Toronto","311-36 Howard Park Ave","M6R 1V5","-79.4498609","43.6521213","699000.00","1","1","2018-8-7","9","2","2","Single Family","Condominium/Strata"
"757400","Ontario","Toronto","402-105 The Queensway Ave","M6S 5B5","-79.4706338","43.6361007","649900.00","1","1","2018-5-30","63","2 + 1","2","Single Family","Condominium/Strata"
"299127","Ontario","Scarborough","32 Ayers Cres","M1L 0C4","-79.2809700965881","43.7158584792948","699800.00","6","1","2018-6-12","65","3","2","Single Family","Freehold"
"618972","Ontario","North York","1818-35 Hollywood Ave","M2N 0A9","-79.4099902","43.7656853","709000.00","1","1","2018-4-19","122","2","2","Single Family","Condominium/Strata"
"716908","Ontario","Scarborough","24 Delbert Dr","M1P 1X2","-79.2848634","43.7641427","2500.00","3","2","2018-7-27","13","3 + 1","2","Single Family","Freehold"
"707852","Ontario","Etobicoke","99 Prince Edward Dr S","M8Y 3V8","-79.4999498","43.6365638","2150000.00","3","1","2018-5-31","85","4 + 1","5","Single Family","Freehold"
"447872","Ontario","North York","2005-18 Holmes Ave","M2N 4L9","-79.4133299","43.7784859","2800.00","19","2","2018-8-14","3","2 + 1","2","Single Family","Condominium/Strata"
"686854","Ontario","Scarborough","3 Arlene Cres","M1P 3L8","-79.2656464","43.7594645","679900.00","3","1","2018-8-17","13","3","2","Single Family","Freehold"
"405318","Ontario","Toronto","209-525 Adelaide St W","M5V 1T6","-79.4021851","43.6453398","629000.00","1","1","2018-6-4","60","1 + 1","2","Single Family","Condominium/Strata"
"966288","Ontario","Toronto","1108-45 Charles St E","M4Y 1S2","-79.3839957","43.6687178","2100.00","1","2","2018-8-2","19","1","1","Single Family","Condominium/Strata"
"695650","Ontario","Etobicoke","505-21 Markbrook Lane","M9V 5E4","-79.5875152","43.7586168","356999.00","1","1","2018-7-26","19","2","2","Single Family","Condominium/Strata"
"562246","Ontario","Etobicoke","614-4 Elsinore Path","M8V 4G7","-79.5100624","43.6015185","349900.00","1","1","2018-8-14","17","1","1","Single Family","Condominium/Strata"
"809152","Ontario","Scarborough","A-3 Rouge River Dr","M1B 6H2","-79.1864525","43.8052954","1850.00","6","2","2018-7-26","18","2","2","Single Family","Freehold"
"329091","Ontario","Toronto","505-270 Queens Quay W","M5J 2N4","-79.3864748","43.6390962","2650.00","1","2","2018-5-27","69","2 + 1","1","Single Family","Condominium/Strata"
"364197","Ontario","North York","703-10 Bloorview Pl","M2J 0B1","-79.3589637","43.7734963","2675.00","1","2","2018-7-9","27","2","2","Single Family","Condominium/Strata"
"427711","Ontario","Toronto","513-68 Merton St","M4S 1A1","-79.3941069","43.6968858","469999.00","1","1","2018-8-17","4","1","1","Single Family","Condominium/Strata"
"621573","Ontario","Etobicoke","2017-10 Park Lawn Rd","M8Y 3H8","-79.4836951","43.6232891","629000.00","1","1","2018-8-21","8","2 + 1","2","Single Family","Shares in Co-operative"
"428275","Ontario","Toronto","4905-33 Bay St","M5J 2Z3","-79.3771558","43.6426179","5000.00","1","2","2018-7-19","20","3","2","Single Family","Condominium/Strata"
"532824","Ontario","Toronto","128-15 Elsie Lane","M6P 3N3","-79.4513868","43.6601764","690000.00","6","1","2018-8-9","2","2","2","Single Family","Condominium/Strata"
"778210","Ontario","Toronto","4512-70 Temperance St","M5H 4E8","-79.3822063","43.6505117","2250.00","1","2","2018-7-3","29","1","1","Single Family","Condominium/Strata"
"449212","Ontario","North York","3010-88 Sheppard Ave E","M2N 0G9","-79.4070417","43.7640292","1800.00","1","2","2018-8-29","2","0","1","Single Family","Condominium/Strata"
"466920","Ontario","Scarborough","1105-61 Town Centre Crt","M1P 5C5","-79.2525594","43.7737488","2000.00","1","2","2018-8-13","5","1 + 1","1","Single Family","Condominium/Strata"
"600211","Ontario","North York","3309-121 Mcmahon Dr","M2K 0C1","-79.3713516","43.7674348","2800.00","1","2","2018-5-29","67","2 + 1","2","Single Family","Condominium/Strata"
"606244","Ontario","Toronto","1509-500 St Clair Ave W","M6C 1A8","-79.4186828","43.6833734","2250.00","1","2","2018-8-17","5","1","1","Single Family","Condominium/Strata"
"233953","Ontario","Etobicoke","38 Waterbury Dr","M9R 3X6","-79.5715501","43.6864004","799000.00","3","1","2018-6-1","61","3 + 1","3","Single Family","Freehold"
"796647","Ontario","North York","Uph3-7 Lorraine Dr","M2N 7H2","-79.4171121","43.778926","825000.00","1","1","2018-6-15","57","3","2","Single Family","Condominium/Strata"
"813093","Ontario","Toronto","404-33 Lombard St","M5C 3H8","-79.3753344","43.6516117","2600.00","1","2","2018-8-9","5","1 + 1","1","Single Family","Condominium/Strata"
"561566","Ontario","Scarborough","1401-90 Ling Rd","M1E 4Y3","-79.1838631","43.7677225","270000.00","1","1","2018-8-8","14","1 + 1","1","Single Family","Condominium/Strata"
"771215","Ontario","Etobicoke","359 Royal York Rd","M8Y 2R1","-79.4990143","43.6183296","749900.00","3","1","2018-7-27","18","2","2","Single Family","Freehold"
"822081","Ontario","Toronto","1817-35 Bastion St","M5V 0C2","-79.4036996","43.637225","1795.00","1","2","2018-7-8","40","1","1","Single Family","Condominium/Strata"
"739983","Ontario","Toronto","1102-225 Sackville St","M5A 0B9","-79.3627273","43.6598236","399990.00","1","1","2018-6-12","78","0 + 1","1","Single Family","Condominium/Strata"
"727544","Ontario","Toronto","Ph601-549 King St E","M5A 1M4","-79.3580718","43.6555286","579900.00","1","1","2018-7-18","30","1","1","Single Family","Condominium/Strata"
"644767","Ontario","Scarborough","520-135 Village Green Sq","M1S 0G4","-79.2807902","43.7774202","399900.00","1","1","2018-8-4","13","1 + 1","1","Single Family","Condominium/Strata"
"424602","Ontario","Scarborough","74 Buckhurst Cres","M1S 4C4","-79.2560256","43.8057438","2500.00","3","2","2018-8-5","10","4","4","Single Family","Freehold"
"450754","Ontario","Scarborough","406-15 Sewells Rd","M1B 3V7","-79.217104","43.8067108","1600.00","1","2","2018-8-8","7","2","1","Single Family","Condominium/Strata"
"692481","Ontario","Scarborough","93 Catalina Dr","M1M 1K7","-79.2072446","43.7380999","959900.00","3","1","2018-8-9","9","4","3","Single Family","Freehold"
"441568","Ontario","Toronto","249-19 Applewood Lane","M9C 0C1","-79.5670747","43.6506136","2450.00","6","2","2018-8-16","9","3","3","Single Family","Condominium/Strata"
"598795","Ontario","Etobicoke","809-2212 Lake Shore Blvd W","M8V 1A4","-79.4824422","43.6225897","489000.00","1","1","2018-8-24","7","1 + 1","1","Single Family","Condominium/Strata"
"632421","Ontario","Etobicoke","1206-1 Valhalla Inn Rd","M9B 1S9","-79.5594669","43.6402851","429900.00","1","1","2018-7-15","32","1 + 1","1","Single Family","Condominium/Strata"
"387147","Ontario","Etobicoke","2001-225 Sherway Gardens Rd","M9C 0A2","-79.558168","43.609168","2150.00","1","2","2018-7-8","44","1 + 1","1","Single Family","Condominium/Strata"
"610194","Ontario","York","67 1/2 Arlington Ave","M6C 3L2","-79.4276851","43.6777005","830000.00","3","1","2018-5-2","99","3","2","Single Family","Freehold"
"754768","Ontario","North York","52 & 56 Norton Ave","M2N 4A3","-79.4105377","43.7728443","4876000.00","3","1","2018-7-1","53","3","2","Single Family","Freehold"
"298652","Ontario","York","214 Winona Dr","M6C 3S2","-79.4329007","43.6808539","1599000.00","3","1","2018-7-17","28","3 + 1","4","Single Family","Freehold"
"369359","Ontario","Toronto","1213-88 Scott St","M5E 0A9","-79.3762754","43.6485726","2300.00","1","2","2018-7-14","32","1","1","Single Family","Condominium/Strata"
"338483","Ontario","North York","3209-5162 Yonge St","M2N 5P6","-79.413783","43.7696635","2500.00","1","2","2018-8-15","7","2","1","Single Family","Condominium/Strata"
"510498","Ontario","Scarborough","164-90 Wingarden Crt","M1B 2K3","-79.2269206","43.8106717","424900.00","6","1","2018-7-19","38","3","1","Single Family","Condominium/Strata"
"797064","Ontario","Etobicoke","3906-2220 Lake Shore Blvd","M8Y 3H8","-79.4830065961287","43.6230571294741","2100.00","1","2","2018-7-7","26","1 + 1","1","Single Family","Condominium/Strata"
"514152","Ontario","Toronto","3102-386 Yonge St","M5B 0A5","-79.3826747","43.659329","4200.00","1","2","2018-7-30","10","2 + 1","2","Single Family","Condominium/Strata"
"553770","Ontario","North York","160 Elmwood Ave","M2N 3M4","-79.4038193","43.7685864","4600.00","3","2","2018-7-5","56","4","3","Single Family","Freehold"
"582332","Ontario","Toronto","1003-83 Redpath Ave","M4S 2J9","-79.3919482","43.706541","2000.00","1","2","2018-8-3","18","1 + 1","1","Single Family","Condominium/Strata"
"528697","Ontario","Toronto","54 1/2 Mcgill St","M5B 1H2","-79.3803879","43.6603466","3295.00","6","2","2018-6-18","58","2 + 1","3","Single Family","Freehold"
"681145","Ontario","Toronto","608-28 Wellesley St E","M4Y 0C4","-79.383028","43.6655881","2100.00","1","2","2018-8-3","11","1","1","Single Family","Condominium/Strata"
"563164","Ontario","Toronto","1014-21 Grand Magazine St","M5V 1B5","-79.4020034","43.6364097","3850.00","1","2","2018-7-12","44","2 + 1","3","Single Family","Condominium/Strata"
"350051","Ontario","Scarborough","185-10 Livonia Pl","M1E 4W6","-79.2054348","43.7868618","470000.00","6","1","2018-7-21","14","4 + 1","3","Single Family","Condominium/Strata"
"480159","Ontario","North York","116-3900 Yonge St","M4N 3N6","-79.406646","43.740983","948000.00","1","1","2018-6-12","57","2","2","Single Family","Condominium/Strata"
"453674","Ontario","North York","2503-55 Ann O'Reilly Rd","M2J 0E1","-79.3293485","43.7736823","2350.00","1","2","2018-8-26","3","2","2","Single Family","Condominium/Strata"
"333177","Ontario","North York","49 Halkin Cres","M4A 1M8","-79.3141237","43.728913","3100.00","3","2","2018-8-9","10","3","2","Single Family","Freehold"
"516567","Ontario","Etobicoke","1406-5 Michael Power Pl","M9A 0A3","-79.5285944","43.6443244","1950.00","1","2","2018-7-19","19","1 + 1","1","Single Family","Condominium/Strata"
"561499","Ontario","North York","Ph08-7 Bishop Ave","M2M 4J4","-79.4143853","43.7816907","1825.00","1","2","2018-8-7","1","1","1","Single Family","Condominium/Strata"
"605662","Ontario","Toronto","1005-28 Wellesley St E","M4Y 0C4","-79.383028","43.6655881","2250.00","1","2","2018-8-1","11","1","1","Single Family","Condominium/Strata"
"796502","Ontario","Toronto","3502-75 Queens Wharf Rd","M5V 0J8","-79.3978339","43.6382581","2500.00","1","2","2018-8-13","10","1 + 1","1","Single Family","Condominium/Strata"
"345564","Ontario","East York","10 Westwood Ave","M4K 3Z5","-79.3561443","43.6852418","998000.00","6","1","2018-8-9","22","3","3","Single Family","Freehold"
"490624","Ontario","North York","106-135 Antibes Dr","M2R 2Z1","-79.4452453","43.7805952","519900.00","1","1","2018-7-20","34","2 + 1","2","Single Family","Condominium/Strata"
"429017","Ontario","Toronto","1108-42 Charles St E","M4Y 1T4","-79.3841709","43.6693009","2000.00","1","2","2018-8-15","3","0","1","Single Family","Condominium/Strata"
"142500","Ontario","North York","205 Wedgewood Dr","M2M 2H8","-79.4023354","43.7921002","2188800.00","3","1","2018-6-22","47","4 + 2","4","Single Family","Freehold"
"298933","Ontario","North York","187 Elmwood Ave","M2N 3M5","-79.4012705","43.7688009","5500.00","3","2","2018-8-6","11","4 + 1","5","Single Family","Freehold"
"767173","Ontario","Etobicoke","805-235 Sherway Garden Rd","M9C 0A2","-79.558998","43.6092614","569900.00","1","1","2018-7-9","43","2","2","Single Family","Condominium/Strata"
"757827","Ontario","North York","808-16 Harrison Garden Blvd","M2N 7J6","-79.4092249","43.7575006","2650.00","1","2","2018-7-24","23","2","2","Single Family","Condominium/Strata"
"444238","Ontario","Scarborough","88 Wexford Blvd","M1R 1L6","-79.3002762","43.7412645","2150.00","3","2","2018-6-27","63","3","1","Single Family","Freehold"
"628738","Ontario","Toronto","301-10 Capreol Crt","M5V 4B3","-79.395951","43.6402232","449900.00","1","1","2018-7-28","4","1 + 1","1","Single Family","Condominium/Strata"
"462544","Ontario","Toronto","1607-45 Charles St","M4Y 1S2","-79.3839957","43.6687178","2350.00","1","2","2018-7-24","9","1 + 1","1","Single Family","Condominium/Strata"
"541503","Ontario","Toronto","272 Mcroberts Ave","M6E 4P6","-79.4565336","43.6822682","769000.00","3","1","2018-7-20","13","3","2","Single Family","Freehold"
"351118","Ontario","Toronto","404-205 Manning Ave","M6J 2K7","-79.4106916","43.6516047","468000.00","1","1","2018-8-8","17","1","1","Single Family","Condominium/Strata"
"411780","Ontario","Scarborough","1006-50 Brian Harrison Way","M1P 5J4","-79.2589161","43.7735835","1699.00","1","2","2018-8-3","5","1","1","Single Family","Condominium/Strata"
"534531","Ontario","Toronto","401-245 Davisville Ave","M4S 1G8","-79.3875014","43.6999537","1900.00","1","2","2018-8-9","15","1","1","Single Family","Condominium/Strata"
"568607","Ontario","Toronto","811-560 Front St W","M5V 1C1","-79.4000933","43.6413078","3300.00","1","2","2018-7-30","10","2 + 1","2","Single Family","Condominium/Strata"
"375915","Ontario","Toronto","1239 Bloor St W","M6H 1N6","-79.4410536","43.6585656","2600.00","6","2","2018-8-11","17","1","1","Single Family","Freehold"
"467764","Ontario","Toronto","3908-16 Harbour St","M5J 2Z6","-79.3768011","43.6430094","3500.00","1","2","2018-8-19","10","2 + 1","2","Single Family","Condominium/Strata"
"483813","Ontario","Toronto","1008-736 Spadina Ave","M5S 2J2","-79.4034905","43.6658354","3600.00","1","2","2018-7-24","11","2 + 1","2","Single Family","Condominium/Strata"
