province,city,address,postalCode,longitude,latitude,price,buildingTypeId,tradeTypeId,style,community,airConditioning,washrooms,frontingOn,familyRoom,lotDepth,lotFront,drive,fireplaceStove,heatSource,garageType,heatType,kitchens,parkingSpaces,pool,room1,room2,room3,room4,room5,room6,rooms,sewers,taxes,garageSpaces,totalParkingSpaces,daysOnMarket,bedrooms,rooms1square,rooms2square,rooms3square,rooms4square,rooms5square,rooms6square
Ontario,Pickering,938 ALANBURY CRES,L1X2S2,-79.1122708,43.846036299999994,838800.0,3,1,Backsplit 4,Liverpool,Central Air,3.0,W,Y,107.46,44.64,Pvt Double,Y,Gas,Attached,Forced Air,1.0,4.0,None,Kitchen,Breakfast,Dining,Living,Master,2nd Br,8.0,Sewers,5770.0,2.0,6.0,17,3.0,17.460299999999997,17.460299999999997,14.447999999999999,14.447999999999999,16.4802,14.1372
Ontario,Barrie,54 CATHERINE DR,L4N6Z3,-79.6498918546422,44.3417016958125,594800.0,3,1,2-Storey,Painswick South,None,3.0,N,N,109.0,32.0,Private,Y,Gas,Attached,Forced Air,1.0,2.0,None,Kitchen,Breakfast,Great Rm,Master,2nd Br,3rd Br,8.0,Sewers,4537.0,1.0,3.0,15,3.0,8.357,8.357,29.9085,24.5098,10.962,13.8775
Ontario,Scugog,12400 OLD SIMCOE RD,L9L1B3,-78.9434367,44.0602955,495000.0,3,1,Bungalow,Rural Scugog,None,1.0,W,N,150.0,100.0,Pvt Double,N,Oil,Detached,Forced Air,1.0,10.0,None,Living,Dining,Kitchen,Master,2nd Br,3rd Br,5.0,Septic,3902.43,2.0,12.0,27,3.0,20.7675,20.7675,15.438000000000002,11.961599999999999,8.442,8.3232
Ontario,Mississauga,1684 SAMUELSON CIRC N,L5N7Z7,-79.7497965,43.6244255,624900.0,3,1,2-Storey,Meadowvale Village,Central Air,2.0,N,Y,94.26,30.02,Available,N,Gas,Attached,Forced Air,1.0,1.0,None,Living,Dining,Kitchen,Master,2nd Br,3rd Br,6.0,Sewers,3484.55,1.0,2.0,11,3.0,13.314,11.6973,10.9326,13.789499999999999,8.4208,8.6944
Ontario,Whitchurch-Stouffville,4 ALBERT ST,L4A4H1,-79.2514802,43.9687417,798000.0,3,1,Bungalow,Stouffville,Central Air,2.0,W,N,132.0,66.0,Pvt Double,N,Gas,Attached,Forced Air,1.0,4.0,None,Kitchen,Living,Dining,Master,2nd Br,3rd Br,6.0,Sewers,3200.0,2.0,6.0,14,4.0,14.563500000000001,19.6732,19.6732,12.7804,14.141399999999999,8.2636
Ontario,Toronto,5 SIXTH ST,M8V2Z8,-79.50178199999999,43.595870899999994,629000.0,3,1,2-Storey,New Toronto,None,1.0,E,N,123.0,21.79,Mutual,Y,Gas,None,Water,1.0,0.0,None,Living,Dining,Kitchen,Master,2nd Br,3rd Br,7.0,Sewers,3120.33,0.0,0.0,8,3.0,10.8204,13.9385,6.720000000000001,12.813899999999999,9.738399999999999,6.3142000000000005
Ontario,Wasaga Beach,795 MOSLEY ST,L9Z2H5,-80.0389598,44.5028506,378000.0,3,1,2-Storey,Wasaga Beach,None,1.0,E,N,143.67,50.09,Private,Y,Other,Detached,Other,1.0,2.0,None,Living,Kitchen,Breakfast,Br,Br,Br,7.0,Sewers,1737.0,1.0,3.0,32,4.0,22.7465,18.038899999999998,18.038899999999998,10.2711,7.328,10.4188
Ontario,Toronto,18 PETHICK ST,M1L0C7,-79.2787728,43.7153586,799900.0,6,1,3-Storey,Clairlea-Birchmount,Central Air,3.0,N,Y,72.31,21.16,Private,N,Gas,Attached,Forced Air,1.0,1.0,None,Family,Living,Dining,Kitchen,Den,Pantry,7.0,Septic,3453.97,1.0,2.0,11,3.0,17.0134,21.321,11.979,12.841700000000001,8.5525,2.6062
Ontario,Toronto,91 WOOLENSCOTE CIRC,M9V4R6,-79.6015312,43.732963899999994,649900.0,3,1,2-Storey,West Humber-Clairville,Central Air,3.0,S,N,75.0,23.0,Private,N,Gas,Attached,Forced Air,1.0,2.0,None,Living,Dining,Kitchen,Master,2nd Br,3rd Br,6.0,Sewers,2311.0,1.0,4.0,14,3.0,16.77,6.4192,6.1517,14.075099999999999,7.74,7.7585
Ontario,Richmond Hill,79 CANTERBURY CRT,L4C8E8,-79.4280595,43.8673138,1439000.0,3,1,2-Storey,Harding,Central Air,4.0,E,Y,113.46,34.85,Private,Y,Gas,Attached,Forced Air,1.0,4.0,None,Living,Dining,Family,Breakfast,Kitchen,Master,16.0,Sewers,5767.59,2.0,6.0,23,6.0,18.352,9.517,16.204900000000002,8.9694,11.4458,41.8488
Ontario,Toronto,5 PROSPERITY PTWY,M1B4G8,-79.2197196590496,43.810885244103495,589900.0,3,1,2-Storey,Malvern,Central Air,2.0,E,N,0.0,0.0,Private,N,Gas,Attached,Forced Air,1.0,2.0,None,Living,Dining,Kitchen,Master,2nd Br,3rd Br,6.0,Sewers,1675.62,1.0,3.0,26,3.0,20.16,20.16,13.33,11.2,6.72,7.178800000000001
Ontario,Toronto,6 WOLFE AVE,M1K3L9,-79.256585,43.7269783,668000.0,3,1,Bungalow,Kennedy Park,Central Air,2.0,S,N,100.0,34.0,Private,N,Gas,None,Forced Air,1.0,4.0,None,Living,Dining,Kitchen,Master,2nd Br,3rd Br,6.0,Sewers,2395.0,0.0,4.0,22,4.0,18.3915,10.2175,6.9498,13.3712,7.7268,11.323
Ontario,Whitby,52 TREMOUNT ST,L1M1G3,-78.9502027,43.9507174,529900.0,6,1,2-Storey,Brooklin,Central Air,3.0,W,Y,106.23,19.69,Private,Y,Gas,Attached,Forced Air,1.0,3.0,None,Kitchen,Living,Dining,Master,2nd Br,3rd Br,6.0,Sewers,3784.76,1.0,4.0,18,3.0,15.595899999999999,16.244799999999998,16.244799999999998,20.163999999999998,14.0322,9.0948
Ontario,Toronto,45 DENVALE RD,M4B3B3,-79.3186627,43.7065787,1299000.0,3,1,2-Storey,O'Connor-Parkview,Central Air,2.0,E,N,204.91,34.0,Private,Y,Gas,Detached,Radiant,1.0,4.0,None,Living,Dining,Kitchen,Master,2nd Br,3rd Br,6.0,Sewers,5112.64,1.0,5.0,9,3.0,16.966,8.67,10.6222,13.605900000000002,11.343,8.1176
Ontario,Oakville,2424 VALLEY FOREST WAY,L6H6W9,-79.7447632,43.4607814,1998500.0,3,1,2-Storey,River Oaks,Central Air,4.0,W,Y,118.24,54.76,Pvt Double,Y,Gas,Attached,Forced Air,1.0,4.0,Inground,Living,Dining,Office,Kitchen,Breakfast,Family,11.0,Sewers,9449.85,2.0,6.0,35,4.0,17.275199999999998,18.9588,14.9878,14.9688,18.3915,21.7404
Ontario,Markham,117 LAIRD DR,L3S3N6,-79.2566912,43.8367206,774900.0,3,1,2-Storey,Middlefield,Central Air,3.0,E,N,33.95,6.88,Private,N,Gas,Attached,Forced Air,1.0,2.0,None,Living,Dining,Kitchen,Master,2nd Br,3rd Br,8.0,Sewers,3280.25,1.0,3.0,19,4.0,17.493,8.7892,8.8768,13.376000000000001,9.672,6.985
Ontario,Hamilton,8 BASSWOOD CRT,L8E2V1,-79.7321231,43.2277114,509900.0,3,1,Bungalow-Raised,Stoney Creek,Central Air,2.0,E,Y,111.83,50.03,Private,N,Gas,None,Forced Air,1.0,4.0,None,Living,Dining,Kitchen,Master,2nd Br,3rd Br,6.0,Sewers,3750.07,0.0,4.0,17,6.0,24.31,11.589999999999998,19.240199999999998,15.028199999999998,12.4336,8.7
Ontario,Mississauga,1013 CUTLER CRT,L5H4C9,-79.60657890000002,43.5341338,999900.0,3,1,2-Storey,Lorne Park,Central Air,3.0,N,N,116.1,42.96,Pvt Double,Y,Gas,Attached,Forced Air,1.0,4.0,Inground,Living,Dining,Kitchen,Breakfast,Master,Br,7.0,Sewers,6078.0,2.0,6.0,16,3.0,14.6289,12.4509,11.2554,12.758399999999998,16.4724,9.938399999999998
Ontario,Oro-Medonte,2021 RIDGE RD E,L0L1T0,-79.4615815,44.5086239,1050000.0,3,1,3-Storey,Hawkestone,Central Air,5.0,S,Y,399.21,250.0,Private,Y,Gas,Attached,Forced Air,1.0,10.0,Indoor,Office,Living,Dining,Breakfast,Kitchen,Family,7.0,Septic,6090.12,2.0,12.0,12,5.0,13.2788,14.782499999999999,27.607799999999997,16.83,18.7902,24.0768
Ontario,Newmarket,309 PETHERAM PL,L3X1J8,-79.4918532,44.0422932,989900.0,3,1,2-Storey,Glenway Estates,Central Air,4.0,N,Y,108.08,46.62,Pvt Double,Y,Gas,Attached,Forced Air,1.0,6.0,None,Living,Dining,Family,Kitchen,Breakfast,Master,8.0,Sewers,4650.74,2.0,8.0,14,5.0,15.8175,9.331,16.4529,5.958400000000001,11.731599999999998,22.042399999999997
Ontario,Markham,45 DEMOTT AVE,L6B0X2,-79.22671820000001,43.8908675,959900.0,3,1,2-Storey,Cornell,Central Air,3.0,S,Y,104.99,29.04,Lane,Y,Gas,Detached,Forced Air,1.0,1.0,None,Living,Family,Kitchen,Breakfast,Master,2nd Br,8.0,Sewers,4699.62,2.0,3.0,7,3.0,14.861299999999998,18.49,14.005599999999998,11.6137,19.32,11.2728
Ontario,Brampton,3 AGAR LANE,L6R2P6,-79.76810859999999,43.751288,929900.0,3,1,2-Storey,Sandringham-Wellington,Central Air,5.0,E,Y,109.91,42.98,Pvt Double,Y,Gas,Attached,Forced Air,1.0,4.0,None,Living,Dining,Kitchen,Breakfast,Family,Master,12.0,Sewers,6575.68,2.0,6.0,13,8.0,18.8754,14.8982,11.712000000000002,15.798999999999998,18.8754,33.152
Ontario,Toronto,78 TROTT SQ,M1B1V8,-79.22886940000001,43.8128995,569000.0,6,1,2-Storey,Malvern,Central Air,3.0,E,N,110.0,20.0,Private,N,Gas,Attached,Forced Air,1.0,3.0,None,Living,Dining,Kitchen,Master,2nd Br,3rd Br,7.0,Sewers,2100.35,1.0,4.0,44,5.0,22.95,8.58,8.28,12.740000000000002,10.4,11.375
Ontario,Markham,41 RAINBOW VALLEY CRES,L6E1Z1,-79.2505001,43.9034181,768888.0,3,1,2 1/2 Storey,Greensborough,Central Air,3.0,S,N,111.56,25.3,Available,N,Gas,Detached,Forced Air,1.0,1.0,None,Living,Dining,Kitchen,Master,2nd Br,3rd Br,7.0,Sewers,3533.45,1.0,2.0,25,4.0,10.659600000000001,10.659600000000001,11.9316,26.691,16.726200000000002,7.137
Ontario,Vaughan,84 VINEYARD CRT,L4L5J8,-79.5719114,43.79060870000001,999000.0,3,1,2-Storey,East Woodbridge,Central Air,4.0,N,Y,149.5,47.44,Private,Y,Gas,Attached,Forced Air,1.0,4.0,None,Living,Dining,Family,Kitchen,Master,2nd Br,8.0,Sewers,5712.88,2.0,6.0,14,4.0,33.12,33.12,24.675,30.174999999999997,21.349999999999998,13.299999999999999
Ontario,Halton Hills,73 NORTON CRES,L7G1M9,-79.9059547,43.6453092,559900.0,3,1,Bungalow,Georgetown,Central Air,2.0,E,N,116.68,40.0,Pvt Double,N,Gas,None,Forced Air,1.0,3.0,None,Foyer,Living,Dining,Kitchen,Master,2nd Br,6.0,Sewers,3453.1,0.0,3.0,16,4.0,1.7376,22.8169,5.611199999999999,14.3819,18.8717,12.1344
Ontario,Mississauga,5530 FLEUR-DE-LIS CRT,L5R2Z6,-79.6801389,43.6081494,1349990.0,3,1,2-Storey,Hurontario,Central Air,5.0,W,Y,104.43,24.82,Private,Y,Gas,Attached,Forced Air,1.0,4.0,None,Living,Dining,Kitchen,Breakfast,Family,Den,9.0,Sewers,5950.0,2.0,6.0,15,6.0,26.762999999999998,26.762999999999998,19.3806,19.3806,19.9325,8.25
Ontario,Oakville,2306 HILLTOP LANE,L6M3M5,-79.7436897,43.454147799999994,1198000.0,3,1,2-Storey,West Oak Trails,Central Air,3.0,W,Y,110.48,50.46,Pvt Double,Y,Gas,Attached,Forced Air,1.0,2.0,None,Kitchen,Breakfast,Family,Living,Dining,Master,9.0,Sewers,5261.0,2.0,4.0,12,4.0,9.9125,18.1048,17.352999999999998,15.1775,11.895,22.692
Ontario,Toronto,85 CARLAW AVE,M4M2R6,-79.33848640000001,43.65762279999999,699000.0,3,1,2-Storey,South Riverdale,Central Air,2.0,E,N,132.0,17.0,None,N,Gas,None,Forced Air,1.0,0.0,None,Living,Dining,Kitchen,Den,Master,2nd Br,7.0,Sewers,3522.31,0.0,0.0,15,3.0,26.9184,26.9184,15.1965,6.577999999999999,13.5828,9.2728
Ontario,Toronto,11 BRAMBLEBROOK AVE,M1V2G1,-79.2868009,43.815296200000006,915000.0,3,1,2-Storey,Milliken,Central Air,3.0,E,Y,110.0,45.0,Private,Y,Gas,Attached,Forced Air,1.0,2.0,None,Living,Dining,Kitchen,Family,Master,2nd Br,8.0,Sewers,3570.58,2.0,4.0,7,4.0,15.452399999999999,12.2078,11.7486,17.7724,11.6242,10.0282
Ontario,Brampton,7 SCOTTSDALE CRT,L6W3R8,-79.724802,43.676452000000005,499900.0,6,1,2-Storey,Brampton East,None,3.0,S,N,129.04,20.21,None,N,Electric,Attached,Baseboard,1.0,2.0,None,Living,Dining,Kitchen,Master,2nd Br,3rd Br,6.0,Sewers,2756.25,1.0,3.0,19,4.0,15.08,7.800000000000001,11.549999999999999,17.479999999999997,9.239999999999998,7.75
Ontario,Caledon,132 LEARMONT AVE,L7C3V1,-79.8258443,43.759490299999996,899900.0,3,1,2-Storey,Rural Caledon,Central Air,4.0,E,Y,100.0,41.67,Private,Y,Gas,Attached,Forced Air,1.0,2.0,None,Living,Dining,Kitchen,Breakfast,Family,Den,9.0,Sewers,5338.55,2.0,4.0,7,4.0,24.9888,24.9888,10.8832,10.8832,20.201999999999998,8.6944
Ontario,New Tecumseth,149 SHARPE CRES,L0G1W0,-79.7945809367593,44.021056876985796,599900.0,3,1,2-Storey,Tottenham,Central Air,3.0,N,Y,111.53,29.53,Private,N,Gas,Attached,Forced Air,1.0,2.0,None,Great Rm,Kitchen,Breakfast,Master,2nd Br,3rd Br,6.0,Sewers,3378.17,1.0,3.0,2,3.0,20.5368,9.302499999999998,8.357,15.6282,9.918800000000001,9.179
Ontario,Toronto,142 L'AMOREAUX DR,M1W3L3,-79.3085943,43.8002834,799000.0,3,1,2-Storey,L'Amoreaux,None,4.0,N,N,101.07,20.06,Private,N,Gas,Attached,Forced Air,1.0,1.0,None,Living,Dining,Kitchen,Master,2nd Br,3rd Br,7.0,Sewers,3120.33,1.0,2.0,17,3.0,18.36,8.319,10.5,19.25,9.879999999999999,9.879999999999999
Ontario,Brampton,29 CLOVERDALE DR,L6T2T5,-79.70985999999999,43.714772700000005,674900.0,3,1,2-Storey,Avondale,Central Air,4.0,N,N,111.31,36.0,Private,N,Gas,None,Forced Air,2.0,4.0,None,Living,Dining,Kitchen,Breakfast,Master,2nd Br,7.0,Sewers,3433.0,0.0,4.0,7,4.0,17.496399999999998,10.454400000000001,13.249600000000001,13.249600000000001,22.192,12.2275
Ontario,Toronto,39 PRINGDALE GARDENS CIRC,M1J0B1,-79.2439482,43.7421457,818800.0,6,1,2-Storey,Eglinton East,Central Air,3.0,S,N,65.62,20.01,Private,N,Gas,Attached,Forced Air,1.0,2.0,None,Living,Dining,Kitchen,Breakfast,Den,Master,10.0,Sewers,3450.8,1.0,3.0,33,4.0,21.46,10.71,15.664800000000001,9.1164,6.760000000000001,19.4361
Ontario,Whitby,29 MARKWOOD CRES,L1R2S3,-78.92226059999999,43.921336100000005,709000.0,3,1,Bungalow-Raised,Rolling Acres,Central Air,3.0,W,Y,126.95,34.45,Private,Y,Gas,Attached,Forced Air,1.0,4.0,None,Breakfast,Kitchen,Master,2nd Br,3rd Br,Family,6.0,Sewers,5205.0,2.0,5.0,11,4.0,11.8256,11.9262,15.3912,8.5176,11.232000000000001,16.3737
Ontario,Brampton,28 SILVER EGRET RD,L7A3P6,-79.8326287,43.6968929,800000.0,3,1,2-Storey,Fletcher's Meadow,Central Air,3.0,E,Y,85.3,36.09,Private,Y,Gas,Built-In,Forced Air,1.0,4.0,None,Family,Living,Kitchen,Breakfast,Dining,Family,10.0,Sewers,4997.55,2.0,6.0,36,4.0,16.808,15.059999999999999,19.6416,20.1996,27.9204,17.64
Ontario,Toronto,10 VICTORIA PARK AVE,M4E3R9,-79.28079100000001,43.6749219,1249900.0,3,1,3-Storey,The Beaches,Central Air,3.0,W,Y,106.77,15.58,Rt-Of-Way,Y,Gas,None,Forced Air,1.0,2.0,None,Kitchen,Living,Dining,2nd Br,3rd Br,Master,6.0,Sewers,4572.0,0.0,2.0,5,3.0,20.072,19.2763,11.530399999999998,11.623000000000001,12.256,15.952800000000002
Ontario,Toronto,4 CROMARTY DR,M9W2R4,-79.5627366,43.7239654,739900.0,3,1,Backsplit 3,Rexdale-Kipling,Central Air,2.0,W,N,127.0,45.0,Private,N,Gas,Carport,Forced Air,1.0,5.0,None,Kitchen,Living,Dining,Master,2nd Br,3rd Br,10.0,Sewers,2770.8,0.0,5.0,6,3.0,10.75,24.790000000000003,24.790000000000003,13.2,12.709999999999999,8.7
Ontario,Toronto,48 TALENT CRES,M9M2N4,-79.53683149999999,43.737537100000004,788800.0,3,1,Bungalow,Humbermede,Central Air,2.0,W,Y,120.0,50.0,Private,Y,Gas,Attached,Forced Air,1.0,5.0,None,Br,2nd Br,3rd Br,Kitchen,Living,Dining,6.0,Sewers,2960.88,1.0,6.0,13,4.0,128.80349999999999,128.2113,83.414,93.49080000000001,163.9544,82.2616
Ontario,Toronto,42 MURIEL AVE,M4J2X9,-79.3453411,43.6819154,949900.0,3,1,2 1/2 Storey,Danforth,Central Air,3.0,E,N,80.0,17.5,None,N,Gas,None,Forced Air,1.0,0.0,None,Living,Dining,Kitchen,Breakfast,2nd Br,3rd Br,9.0,Sewers,3890.36,0.0,0.0,18,4.0,12.1924,13.5424,16.0262,8.4,16.099999999999998,10.219999999999999
Ontario,Toronto,10 BRIGHTON AVE,M4M1P4,-79.337884,43.664288299999996,925000.0,3,1,2 1/2 Storey,South Riverdale,Central Air,2.0,N,Y,107.0,31.0,Private,Y,Gas,Detached,Forced Air,3.0,3.0,None,Living,Dining,Kitchen,Family,Br,Br,9.0,Sewers,6247.02,2.0,5.0,14,5.0,9.984000000000002,16.665,5.5815,16.892100000000003,13.078000000000001,16.8505
Ontario,Toronto,18 HARDWOOD GATE,M9W4G1,-79.57439709999998,43.734697100000005,859000.0,3,1,2-Storey,Rexdale-Kipling,Central Air,3.0,N,Y,116.0,40.0,Private,Y,Gas,Built-In,Forced Air,1.0,3.0,None,Kitchen,Living,Dining,Family,Foyer,Master,7.0,Sewers,3152.11,1.0,4.0,26,4.0,13.446399999999999,31.416,10.626,11.946200000000001,2.7115,15.085500000000001
Ontario,Toronto,99 FERN AVE,M6R1K2,-79.4446693,43.645075299999995,949000.0,3,1,2-Storey,Roncesvalles,Central Air,3.0,S,Y,120.0,19.0,Lane,N,Gas,Detached,Forced Air,2.0,1.0,None,Living,Dining,Bathroom,Kitchen,Sunroom,Master,8.0,Sewers,4950.78,2.0,2.0,8,3.0,26.570800000000002,11.6172,2.625,14.429300000000001,11.6424,16.5858
Ontario,Mississauga,4455 ROMFIELD CRES,L5M4L1,-79.7079224,43.5493592,959000.0,3,1,2-Storey,Central Erin Mills,Central Air,4.0,E,Y,114.9,36.15,Private,Y,Gas,Attached,Forced Air,1.0,4.0,None,Living,Dining,Kitchen,Family,Master,2nd Br,7.0,Sewers,4851.0,2.0,6.0,23,4.0,16.296,11.9316,17.421599999999998,17.6,21.8,12.908400000000002
Ontario,Toronto,176 BLACKTHORN AVE,M6N3H8,-79.4605992,43.6785402,599000.0,3,1,2-Storey,Weston-Pellam Park,Central Air,2.0,W,N,112.0,25.0,Private,Y,Gas,Detached,Forced Air,1.0,6.0,None,Kitchen,Dining,Family,Master,2nd Br,3rd Br,6.0,Sewers,2883.17,2.0,7.0,8,4.0,19.307,17.7723,15.842,16.02,13.9772,12.734800000000002
Ontario,Peterborough,129 FARRIER CRES,L9K0A5,-78.3163492,44.345442,484900.0,3,1,Bungalow,Northcrest,Central Air,3.0,E,Y,114.83,45.01,Pvt Double,Y,Gas,Detached,Forced Air,1.0,4.0,None,Living,Kitchen,Breakfast,Master,Br,Family,5.0,Other,4309.88,2.0,6.0,16,3.0,22.0825,10.336,7.6,15.840000000000002,14.04,68.3475
Ontario,Shelburne,227 SECOND AVE W,L9V2X3,-80.208833,44.079481099999995,439900.0,3,1,2-Storey,Shelburne,Central Air,2.0,S,Y,148.5,49.5,Private,N,Gas,Detached,Forced Air,1.0,2.0,None,Kitchen,Dining,Living,Family,Master,2nd Br,7.0,Sewers,3346.8,2.0,3.0,6,3.0,20.680000000000003,13.5,15.120000000000001,15.120000000000001,15.2,10.889999999999999
Ontario,Toronto,218 HILLSDALE AVE E,M4S1T6,-79.3913224,43.7048749,1650000.0,3,1,2-Storey,Mount Pleasant West,Wall Unit,2.0,N,Y,126.0,25.0,Mutual,N,Gas,Detached,Water,1.0,2.0,None,Living,Family,Dining,Kitchen,Master,2nd Br,7.0,Sewers,5772.87,1.0,3.0,16,4.0,20.305,20.305,11.8048,10.8402,12.868500000000001,9.6641
Ontario,Halton Hills,72 CRAIG CRES,L7G5K3,-79.8886804,43.6341697,997000.0,3,1,2-Storey,Georgetown,Central Air,3.0,S,Y,115.62,60.04,Private,Y,Gas,Attached,Forced Air,1.0,4.0,None,Kitchen,Family,Living,Dining,Master,2nd Br,9.0,Sewers,4986.87,2.0,6.0,21,5.0,27.0635,19.1268,18.560299999999998,17.2425,31.3564,17.8451
Ontario,Oakville,1539 PARISH LANE,L6M2Z6,-79.74767659999999,43.4320419,1085000.0,3,1,2-Storey,Glen Abbey,Central Air,4.0,W,Y,159.36,29.23,Pvt Double,Y,Gas,Attached,Forced Air,1.0,4.0,None,Kitchen,Family,Living,Dining,Laundry,4th Br,9.0,Sewers,5600.0,2.0,6.0,36,6.0,23.3492,16.0066,14.7722,10.0489,6.8340000000000005,11.6736
Ontario,Brampton,6 PARKEND AVE,L6Y1B2,-79.7499109,43.668836,649900.0,3,1,2-Storey,Brampton South,Central Air,2.0,S,N,100.33,50.0,Pvt Double,N,Gas,None,Forced Air,1.0,4.0,Inground,Living,Dining,Kitchen,Den,Other,Master,8.0,Sewers,4314.12,1.0,4.0,9,5.0,17.811999999999998,9.179,17.085,8.8145,8.6265,12.672
Ontario,Mississauga,1151 BEACHCOMBER RD,L5G0B4,-79.5711743831635,43.569353528959105,865000.0,6,1,3-Storey,Lakeview,Central Air,4.0,S,Y,89.27,16.4,Private,N,Gas,Built-In,Forced Air,1.0,1.0,None,Dining,Kitchen,Great Rm,Family,Master,2nd Br,8.0,Sewers,2976.87,1.0,2.0,47,3.0,12.790799999999999,14.9688,25.607400000000002,18.6456,16.7445,10.1911
Ontario,Clarington,2654 PRESTONVALE RD,L1E2R9,-78.7968824,43.9053516,569900.0,3,1,2-Storey,Courtice,Wall Unit,2.0,W,N,138.48,49.21,Private,N,Gas,None,Forced Air,1.0,6.0,Inground,Living,Dining,Kitchen,Master,2nd Br,3rd Br,6.0,Sewers,3259.67,0.0,6.0,24,3.0,19.188299999999998,9.9852,12.734800000000002,11.4558,9.7792,10.833
Ontario,Cobourg,1259 ALDER RD,K9A5W5,-78.162126,43.9870222,609900.0,3,1,Backsplit 3,Cobourg,Central Air,3.0,W,Y,118.7,49.21,Private,N,Gas,Attached,Forced Air,1.0,4.0,None,Great Rm,Dining,Kitchen,Master,2nd Br,3rd Br,7.0,Sewers,4522.5,2.0,6.0,36,3.0,15.6282,11.163,12.9336,16.452,10.4329,9.043999999999999
Ontario,Oshawa,366 TRAVAIL AVE,L1L0C5,-78.885633,43.955763,779900.0,3,1,2-Storey,Kedron,Central Air,4.0,S,Y,113.39,50.16,Private,Y,Gas,Attached,Forced Air,1.0,2.0,None,Foyer,Living,Dining,Kitchen,Breakfast,Family,10.0,Sewers,6952.01,2.0,4.0,42,4.0,9.2416,14.3955,10.237499999999999,30.5,20.9375,24.5613
Ontario,Mississauga,1245 PLAYFORD RD,L5J3V9,-79.6476448,43.505697600000005,669900.0,3,1,Bungalow,Clarkson,Central Air,2.0,W,N,126.59,30.0,Private,N,Gas,None,Forced Air,1.0,3.0,None,Living,Dining,Kitchen,Master,2nd Br,3rd Br,10.0,Sewers,3485.55,0.0,3.0,12,4.0,15.146999999999998,9.569999999999999,13.4596,13.757199999999997,9.3956,8.256
Ontario,Brampton,3 IMPULSE CIRC,L6X0X8,-79.80049659999999,43.6610414,1369000.0,3,1,2-Storey,Credit Valley,Central Air,4.0,E,Y,104.99,50.0,Pvt Double,Y,Gas,Attached,Forced Air,1.0,4.0,None,Living,Den,Dining,Family,Breakfast,Kitchen,12.0,Sewers,8500.0,2.0,6.0,14,4.0,14.533199999999999,13.3848,16.3917,23.9946,24.3542,13.6518
Ontario,Toronto,88 HERON PARK PL,M1E0B8,-79.17566509999999,43.7679697,685000.0,6,1,3-Storey,West Hill,Central Air,3.0,N,N,66.44,20.0,Private,N,Gas,Attached,Forced Air,1.0,2.0,None,Living,Dining,Kitchen,Master,2nd Br,3rd Br,7.0,Sewers,2052.87,1.0,3.0,2,3.0,23.668,10.15,14.792499999999999,16.3152,9.1866,8.637599999999999
Ontario,Mississauga,936 FLUTE WAY,L5W1R6,-79.714314,43.621125299999996,779900.0,3,1,2-Storey,Meadowvale Village,Central Air,4.0,S,Y,103.25,22.49,Mutual,N,Gas,Attached,Forced Air,1.0,3.0,None,Living,Dining,Family,Kitchen,Master,2nd Br,4.0,Sewers,3952.69,1.0,4.0,20,3.0,23.6232,23.6232,10.24,10.9557,17.3844,18.228
Ontario,Toronto,205 GOWAN AVE,M4J2K7,-79.34685870000001,43.6886085,849900.0,3,1,2-Storey,Danforth Village-East York,None,2.0,S,N,150.0,20.0,Front Yard,N,Gas,None,Forced Air,1.0,1.0,None,Living,Dining,Kitchen,Master,2nd Br,3rd Br,6.0,Sewers,4124.43,0.0,1.0,15,4.0,33.2842,33.2842,27.1269,16.8371,10.4135,9.7485
Ontario,Toronto,9 RON ATTWELL ST,M9M0C6,-79.53256440000001,43.7315768,778888.0,3,1,3-Storey,Humberlea-Pelmo Park W5,Central Air,3.0,S,Y,82.02,22.47,Private,N,Gas,Built-In,Forced Air,1.0,1.0,None,Living,Dining,Kitchen,Master,2nd Br,3rd Br,8.0,Sewers,3307.81,1.0,2.0,5,3.0,14.883999999999999,12.521800000000002,18.07,19.340899999999998,11.419500000000001,8.135499999999999
Ontario,Toronto,66 GRADWELL DR,M1M2M9,-79.2360738,43.7157061,1599000.0,3,1,2-Storey,Cliffcrest,Central Air,4.0,W,Y,135.0,35.0,Private,Y,Gas,Built-In,Forced Air,1.0,2.0,None,Living,Dining,Kitchen,Family,Master,Br,9.0,Sewers,5873.56,1.0,3.0,28,5.0,33.3732,33.3732,34.9624,20.7636,22.8492,9.7722
Ontario,Brampton,34 BAY BREEZE DR,L6R0M2,-79.7432898,43.776587400000004,589900.0,6,1,2-Storey,Sandringham-Wellington,Central Air,3.0,N,N,105.64,20.0,Private,N,Gas,Attached,Forced Air,1.0,3.0,None,Living,Dining,Kitchen,Breakfast,Master,2nd Br,7.0,Sewers,3909.36,1.0,3.0,31,3.0,17.919999999999998,17.919999999999998,13.398000000000001,13.398000000000001,20.185,9.983
Ontario,Georgina,#21 -40 EAST ST,L0E1R0,-79.35151490000001,44.3024922,309900.0,6,1,2-Storey,Sutton & Jackson's Point,None,2.0,E,N,1.0,1.0,Other,N,Electric,None,Baseboard,1.0,1.0,None,Kitchen,Breakfast,Living,Master,2nd Br,3rd Br,7.0,Sewers,1821.93,0.0,1.0,23,4.0,6.472799999999999,8.4587,22.041399999999996,14.531400000000001,6.954,8.335199999999999
