province,city,address,postalCode,longitude,latitude,price,buildingTypeId,tradeTypeId,listingDate,bedrooms,ownershiptype,daysOnMarket
Ontario,Innisfil,740 CEDARVALE DR,L9S4L4,-79.5305065,44.300478600000005,1598000.0,3,1,23/3/2018,8.0,Freehold,163
Ontario,Toronto,#901 -51 TROLLEY CRES,M5A0G1,-79.35537240000001,43.656983399999994,2800.0,1,2,4/3/2018,2.0,Condominium/Strata,162
Ontario,Richmond Hill,90 CENTRE ST W,L4C3P7,-79.4422875,43.874491,2088000.0,3,1,9/3/2018,3.0,Freehold,166
Ontario,Saugeen Indian Reserve #29,1502 2ND AVENUE S,N0H2L0,-81.29966800000001,44.575399,144950.0,3,1,6/3/2018,4.0,Leasehold,168
Alberta,Inglewood,#402 905 13 ST SE,T2G3J3,-114.03199199999999,51.040167,378945.0,1,1,3/3/2018,2.0,Condominium/Strata,184
Alberta,Edmonton,#306 304 AMBLESIDE LI SW,T6W0V2,-113.609563558197,53.4338606177985,225000.0,1,1,12/3/2018,3.0,Freehold,163
Alberta,Edmonton,#306 304 AMBLESIDE LI SW,T6W0V2,-113.609563558197,53.4338606177985,225000.0,1,1,12/3/2018,2.0,Condominium/Strata,163
Nova Scotia,Ben Eoin,4800 East Bay Highway,B1J1N5,-60.4228929153442,45.984699639523704,598000.0,3,1,3/3/2018,5.0,Freehold,173
Manitoba,Dauphin,310 Second AVE NE,R7N0Z9,-100.042183,51.148381,146000.0,3,1,2/3/2018,2.0,Freehold,183
New Brunswick,Fredericton,10 Rosewood Drive,E3C0B1,-66.71871,45.96696,219900.0,3,1,15/3/2018,3.0,Freehold,170
Ontario,Mindemoya,196 Limberlost Lane,P0P1S0,-82.187472,45.747531,209000.0,3,1,8/3/2018,4.0,Freehold,179
Ontario,Clarence-Rockland,2224 MARBLE CRESCENT UNIT#6,K4K0G9,-75.284141,45.541526,199900.0,3,1,23/3/2018,2.0,Condominium/Strata,163
British Columbia,Sicamous,"#302 302 Mara Lake Lane,",V0E2V1,-118.97391599999999,50.819845,527000.0,1,1,21/3/2018,3.0,Condominium/Strata,165
Alberta,Redwater,5228 47 ST,T0A2W0,-113.1069063,53.95562679999999,289900.0,3,1,24/3/2018,4.0,Freehold,162
Quebec,Saint-Hyacinthe,#103 - 6950 Boul. Laframboise,J2R1A5,-72.993686,45.649503,169900.0,1,1,7/3/2018,1.0,Condominium/Strata,180
Manitoba,St Andrews,5440 Main ST,R1A2W8,-96.994815,50.063083,289999.0,3,1,14/3/2018,2.0,Freehold,172
British Columbia,Chilliwack,116 6026 LINDEMAN STREET,V2R0W1,-121.91194340000001,49.112607000000004,549900.0,6,1,9/3/2018,3.0,Strata,175
Quebec,Le Vieux-Longueuil (Longueuil),#305 - 1030-305 Rue St-Laurent O.,J4H3E8,-73.5131766,45.52477799,398000.0,1,1,4/3/2018,3.0,Condominium/Strata,182
Quebec,Sainte-Dorothée (Laval),#2501 - 100 Rue Étienne-Lavoie,H7X0E6,-73.76898766,45.51368506,391350.0,1,1,8/3/2018,2.0,Condominium/Strata,178
Quebec,Aylmer (Gatineau),#18 - 97 Rue de Bruxelles,J9J0T3,-75.795551,45.431399,139500.0,1,1,10/3/2018,1.0,Condominium/Strata,173
Alberta,Leduc,11 Sandalwood PL,T9E1C2,-113.58826935714701,53.2510871616751,415814.0,3,1,3/3/2018,3.0,Freehold,183
Quebec,Sainte-Foy/Sillery/Cap-Rouge (Québec),#004 - 2071 Ch. St-Louis,G1T1P5,-71.25292540000001,46.77625838,379900.0,1,1,9/3/2018,2.0,Condominium/Strata,177
Alberta,Beaumont,#17 4900 62 ST,T4X0C6,-113.43146440000001,53.35215720000001,299900.0,12,1,20/3/2018,3.0,Freehold,166
Alberta,Beaumont,#17 4900 62 ST,T4X0C6,-113.43146440000001,53.35215720000001,299900.0,12,1,20/3/2018,3.0,Condominium/Strata,166
British Columbia,PARKSVILLE,#45-1175 RESORT DRIVE,V9P2E3,-124.26236499999999,49.308952000000005,429800.0,12,1,14/3/2018,2.0,Condominium/Strata,172
Manitoba,Seven Sisters Falls,74113 Brookfield RD,R0E1Y0,-96.044894,50.098951,274900.0,3,1,4/3/2018,3.0,Freehold,182
Alberta,Edmonton,4369 MCCLUNG CR NW,T6R0M8,-113.55646999999999,53.44371999999999,598800.0,3,1,3/3/2018,3.0,Freehold,169
Ontario,Kitchener,#610 -15 PRINCE ALBERT BLVD,N2H0C2,-80.49028609999999,43.4618054,326900.0,1,1,14/3/2018,2.0,Condominium/Strata,172
British Columbia,Rutland,"815 Webster Road,",V1C1C2,-119.372249,49.895632,1450000.0,3,1,17/3/2018,2.0,Freehold,166
Alberta,Douglasdale/Glen,28 DOUGLASVIEW RI SE,T2Z2P3,-113.99071799999999,50.938604,559900.0,3,1,15/3/2018,3.0,Freehold,171
Quebec,Ville-Marie (Montréal),#1603 - 1225 Boul. Robert-Bourassa,H3B9A9,-73.56848717,45.50278274,689000.0,1,2,16/3/2018,2.0,Condominium/Strata,173
Saskatchewan,Regina,2055 McTavish ST,S4T3W8,-104.633995,50.445863,319900.0,3,1,3/3/2018,3.0,Freehold,186
Ontario,Hastings,152 CONCESSION ROAD 11 WEST - #41 KYLE STREET,K0L1Y0,-77.953458,44.28539,199000.0,3,1,3/3/2018,2.0,Leasehold,177
Ontario,Temagami,234 PART ISLAND,P0H2H0,-80.042022,46.939175,699000.0,3,1,10/3/2018,3.0,Freehold,175
Newfoundland & Labrador,Conception Bay South,56 Easons Road,A1W3B7,-52.946236999999996,47.517899,249900.0,3,1,24/3/2018,2.0,Freehold,162
Ontario,Ottawa,153 COPPERWOOD STREET,K1C7S3,-75.52917,45.479719,715000.0,3,1,22/3/2018,4.0,Freehold,164
Quebec,Saint-Laurent (Montréal),#402 - 385 Boul. Deguire,H4N0A7,-73.67945992,45.52930361,279000.0,1,1,7/3/2018,2.0,Condominium/Strata,179
Quebec,Ville-Marie (Montréal),#202 - 1080 Rue Anderson,H2Z1L9,-73.563039,45.504982,1500.0,1,2,7/3/2018,1.0,Condominium/Strata,176
Ontario,Fort Erie,135 GILMORE Road,L2A2L9,-78.918261,42.920287,268000.0,3,1,24/3/2018,4.0,Freehold,162
Ontario,Golden Lake,24 SLEEPY HOLLOW LANE,K0J2A0,-77.338768,45.550502,269900.0,3,1,2/3/2018,2.0,Freehold,175
Alberta,Rural Mountain View County,31 32545 Range Road 52,T0M1X0,-114.60939599999999,51.788925,476000.0,19,1,24/3/2018,3.0,Freehold,162
Ontario,Ottawa,313 ST PATRICK STREET UNIT#C,K1N5K6,-75.691524,45.433352,354900.0,6,1,16/3/2018,2.0,Condominium/Strata,170
British Columbia,Windermere,#136 2000 Indian Beach Road,V0B2L2,-115.978298,50.4522,238000.0,3,1,1/3/2018,3.0,Leasehold,185
British Columbia,Wasa,6249 Tamarack Road,V0B2K0,-115.746394,49.787188,279000.0,3,1,1/3/2018,2.0,Freehold,188
Ontario,Ottawa,320 MCLEOD STREET UNIT#312,K2P1A3,-75.69110699999999,45.412174,349000.0,1,1,11/3/2018,1.0,Condominium/Strata,163
Alberta,Cold Lake,#71 4405 50 AV,T9M1Z5,-110.19369385303999,54.4128003756481,55000.0,17,1,15/3/2018,2.0,Leasehold,168
Ontario,Kanata,549 BRADBURY COURT,K2W0A1,-75.996332,45.364368,768900.0,3,1,13/3/2018,4.0,Freehold,176
Alberta,HillcrEstate,110 Adanac HT,T0K1C0,-114.36008999999999,49.550808,785000.0,3,1,17/3/2018,3.0,Freehold,170
Quebec,Fabreville (Laval),#190 - 4469 Boul. Dagenais O.,H7R1L7,-73.79038,45.579209000000006,248000.0,6,1,22/3/2018,2.0,Condominium/Strata,163
Ontario,London,92 EDGEWATER BOULEVARD,N0L1R0,-81.406739,42.949632,900440.0,3,1,2/3/2018,4.0,Freehold,183
Ontario,Quinte West,150 SPENCER ROAD #7,K0K2C0,-77.648066,44.250251,640000.0,3,1,8/3/2018,5.0,Freehold,177
Ontario,Trent Hills,1527 10TH LINE,K0L1L0,-77.83631899999999,44.338454999999996,849000.0,3,1,2/3/2018,4.0,Freehold,180
Newfoundland & Labrador,St. John's,13 Golf Avenue,A1C5C5,-52.725457999999996,47.558651,274900.0,3,1,14/3/2018,3.0,Freehold,175
Manitoba,Whitehead Rm,57085 Road 129W RD,R0K0A0,-100.41544,49.846956,150000.0,3,1,17/3/2018,4.0,Freehold,170
Alberta,Brooks,68 Garrow Crescent,T1R1J3,-111.889234,50.573512,195000.0,14,1,23/3/2018,3.0,Freehold,163
Alberta,Pelican Point_CAMR,1701 Schultz CR,T0B0H0,-112.834783,52.523835999999996,324000.0,3,1,9/3/2018,1.0,Freehold,174
Quebec,Villeray/Saint-Michel/Parc-Extension (Montréal),7815 Rue St-Hubert,H2R2P1,-73.62201312,45.54476658,2490.0,1,2,14/3/2018,2.0,Condominium/Strata,175
Quebec,Ville-Marie (Montréal),#521 - 1000 Rue de la Commune E.,H5L2C1,-73.54872056,45.51345031,2900.0,1,2,26/3/2018,2.0,Condominium/Strata,163
New Brunswick,Saint-Basile,506 Platin-Des-Albert Road,E7C3G7,-68.217551,47.430963,164700.0,19,1,9/3/2018,2.0,Freehold,176
Ontario,Ancaster,2 EGLESTON Lane,L9G0G7,-79.952745,43.208110999999995,449900.0,6,1,7/3/2018,2.0,Freehold,163
Nova Scotia,Camperdown,321 Sarty Road,B4V6V2,-64.5765649,44.279740999999994,339900.0,3,1,13/3/2018,3.0,Freehold,164
Alberta,Edmonton,#410 12838 65 ST NW,T5A5H3,-113.44174,53.5871,175000.0,1,1,11/3/2018,2.0,Condominium/Strata,175
Ontario,Port Hope,1044B PORT BRITAIN RD,L1A3V7,-78.3667265,43.9307144,1395000.0,3,1,17/3/2018,3.0,Freehold,172
British Columbia,Richmond,C919 3333 BROWN ROAD,V6X1J8,-123.13076409999998,49.1860732,999999.0,1,1,14/3/2018,3.0,Strata,175
Quebec,Le Sud-Ouest (Montréal),2436 Rue Jacques-Hertel,H4E1R7,-73.59731492,45.45972232,189000.0,1,1,19/3/2018,1.0,Condominium/Strata,167
Ontario,Niagara-on-the-Lake,8 -  1448 Niagara Stone Road,L0S1J0,-79.126129,43.21929,439500.0,6,1,1/3/2018,2.0,Condominium,188
British Columbia,Kelowna,"962 Ryder Drive,",V1Y7T5,-119.44425,49.898343,1788000.0,3,1,1/3/2018,6.0,Freehold,182
Nova Scotia,Bedford,10 VANIER Way,B4A0A4,-63.672838600000006,44.7056071,625000.0,3,1,14/3/2018,5.0,Freehold,172
British Columbia,Kamloops,1332 KINROSS PLACE,V1S0B8,-120.374257,50.639772,674900.0,3,1,16/3/2018,3.0,Freehold,166
British Columbia,Kamloops,1332 KINROSS PLACE,V1S0B8,-120.374257,50.639772,674900.0,3,1,16/3/2018,4.0,Freehold,166
Ontario,Trent Lakes,389 KENNEDY DRIVE,K0M1A0,-78.42657700000001,44.578559999999996,569900.0,3,1,3/3/2018,4.0,Freehold,184
Alberta,Fort McMurray,208 SNOWY OWL Way,T9K0S1,-111.422729,56.749062,750000.0,3,1,8/3/2018,5.0,Freehold,181
Quebec,Candiac,87 Av. du Dauphiné,J5R6G5,-73.50157142,45.37819632,179000.0,1,1,4/3/2018,2.0,Condominium/Strata,182
Alberta,Edmonton,#305 14908 26 ST NW,T5Y2G4,-113.37898020000002,53.612241299999994,79900.0,1,1,24/3/2018,1.0,Condominium/Strata,165
Alberta,Edmonton,11930 77 ST NW,T5B2G4,-113.45993999999999,53.572869999999995,288000.0,3,1,3/3/2018,3.0,Freehold,182
Alberta,Edmonton,11930 77 ST NW,T5B2G4,-113.45993999999999,53.572869999999995,288000.0,3,1,3/3/2018,4.0,Freehold,182
Quebec,Saint-Hubert (Longueuil),532 Boul. Vauquelin,J3Y0E9,-73.43418359999998,45.52081178,239900.0,1,1,3/3/2018,2.0,Condominium/Strata,165
New Brunswick,Saint John,11 Barbara,E2J2K6,-66.03858000000001,45.291309999999996,149900.0,3,1,13/3/2018,3.0,Freehold,172
New Brunswick,Riverview,10 Mayfair,E1B5R8,-64.823987,46.054002000000004,1299000.0,3,1,1/3/2018,4.0,Freehold,181
Alberta,Enchant,433 Melba Avenue,T0K0V0,-112.42852099999999,50.171478,329000.0,7,1,2/3/2018,3.0,Freehold,181
Ontario,Kitchener,302 -  689 DOON VILLAGE Road,N2P1A1,-80.445841,43.394914,525.0,3,2,2/3/2018,4.0,Freehold,167
New Brunswick,Hopewell Cape,11 Nelson ST,E4H3H2,-64.577627,45.845967,159900.0,3,1,17/3/2018,3.0,Freehold,166
Quebec,Saint-Jean-sur-Richelieu,#305 - 775 Rue Rodier,J3A1X1,-73.28150025,45.33509617,189900.0,1,1,2/3/2018,2.0,Condominium/Strata,177
Saskatchewan,Yorkton,25 Newfield PL,S3N2M8,-102.48763000000001,51.201741999999996,250000.0,3,1,22/3/2018,4.0,Freehold,164
Nova Scotia,Halifax,33 Tamarack Drive,B3N3G4,-63.62765,44.628922100000004,219900.0,3,1,10/3/2018,3.0,Freehold,168
Nova Scotia,New Glasgow,17 Enid Street,B2H6A5,-62.6266085423279,45.5994424402098,275000.0,3,1,6/3/2018,4.0,Freehold,180
Alberta,Edmonton,19030 49A AV NW,T2T2T8,-113.65411999999999,53.48613,455000.0,3,1,5/3/2018,4.0,Freehold,175
Saskatchewan,Humboldt,1015 7th ST,S0K2A0,-105.121629,52.204621,219900.0,3,1,3/3/2018,4.0,Freehold,184
Saskatchewan,Cupar,414 Stanley ST,S0G0Y0,-104.210923,50.949973,225000.0,3,1,3/3/2018,4.0,Freehold,186
Alberta,Fireside,84 Fireside CR,T4C0X4,-114.480704,51.154717,400521.0,3,1,3/3/2018,3.0,Freehold,179
Alberta,Edmonton,#406 17511 98A AV NW,T5T6A2,-113.62501,53.53385,189900.0,1,1,3/3/2018,2.0,Condominium/Strata,183
Saskatchewan,Humboldt,301 1213 9th ST,S0K2A0,-105.125219,52.2102,179000.0,1,1,8/3/2018,2.0,Condominium/Strata,181
Nova Scotia,Cape Auget,206 Cape Auget Road,B0E1A0,-61.0019758810771,45.497463675195796,119500.0,17,1,3/3/2018,2.0,Freehold,186
Saskatchewan,Ituna,112 5th AVE SW,S0A1N0,-103.498684,51.166153,30900.0,3,1,8/3/2018,2.0,Freehold,181
Alberta,Fort McMurray,112 Furber Street,T9K2X9,-111.44738899999999,56.76922,689900.0,3,1,2/3/2018,7.0,Freehold,185
Alberta,Morinville,10417 97 ST,T8R0B8,-113.6397423,53.8075935,519900.0,3,1,3/3/2018,4.0,Freehold,184
Alberta,Lethbridge,1515 5A Avenue N,T1H0N1,-112.82047299999999,49.706789,199900.0,3,1,1/3/2018,2.0,Freehold,185
British Columbia,White Rock,13642 MALABAR AVENUE,V4B2X9,-122.8439719,49.0281917,1398000.0,3,1,23/3/2018,5.0,Freehold,163
Manitoba,Steinbach,21 Fox Run PL,R5G0B1,-96.648306,49.519182,337500.0,3,1,6/3/2018,4.0,Freehold,179
Saskatchewan,Dufferin Rm No. 190,RM #190 Dufferin,S0C3C0,-105.06187,50.629855,538000.0,3,1,2/3/2018,4.0,Freehold,184
Saskatchewan,St. Brieux,Assie Acreage,S0K3V0,-104.911147,52.652413,417000.0,3,1,1/3/2018,5.0,Freehold,181
Saskatchewan,Weyburn,22 8th ST NE,S4H3C7,-103.84684200000001,49.66002,249000.0,19,1,1/3/2018,3.0,Freehold,185
Saskatchewan,Saskatoon,242 627 Saskatchewan CRES W,S7M0A5,-106.676731,52.111713,559900.0,1,1,7/3/2018,2.0,Condominium/Strata,168
British Columbia,DAWSON CREEK,9901 2 STREET,V1G3L1,-120.211876,55.762161,234900.0,3,1,16/3/2018,2.0,Freehold,168
Manitoba,Portage La Prairie,2048 Crescent RD W,R1N1A3,-98.318049,49.967108,229850.0,3,1,3/3/2018,2.0,Freehold,169
British Columbia,Surrey,2558 BAYVIEW STREET,V4A2Z4,-122.88278829999999,49.049217,1299900.0,3,1,3/3/2018,3.0,Freehold,184
Saskatchewan,Saskatoon,401 W AVE S,S7M3G6,-106.705942,52.123909999999995,244900.0,3,1,6/3/2018,4.0,Freehold,183
British Columbia,Salt Spring Island,282 Pringle Farm Rd,V8K0X0,-123.580669,48.912958,1499000.0,3,1,2/3/2018,4.0,Freehold,185
British Columbia,Kelowna,"6967 Terazona Drive,",V1Y9T1,-119.51548700000001,50.120644,489000.0,3,1,3/3/2018,3.0,Freehold,186
British Columbia,NANAIMO,#6-3560 YELLOW POINT ROAD,V9G1E7,-123.759965,49.047953,849000.0,3,1,6/3/2018,3.0,Timeshare/Fractional,176
British Columbia,Houston,3154 HAGMAN CRESCENT,V0J1Z0,-126.65458746644899,54.392787930634896,209900.0,3,1,3/3/2018,5.0,Freehold,184
British Columbia,Lake Country,"#7 11290 Bond Road,",V4V1E1,-119.42783200000001,50.046377,639900.0,6,1,2/3/2018,4.0,Condominium/Strata,180
British Columbia,Vancouver,7493 GRANVILLE STREET,V6P0H2,-123.14033130000001,49.217532500000004,1628000.0,6,1,1/3/2018,3.0,Strata,184
Ontario,Alnwick Twp,6274 SHEARER POINT ROAD,K0K2X0,-78.131743,44.192057,519000.0,3,1,10/3/2018,3.0,Freehold,172
Ontario,Merrickville,305 DRUMMOND STREET E,K0G1N0,-75.832212,44.914599,524999.0,3,1,2/3/2018,6.0,Freehold,173
Ontario,Welland,85 SPRUCE Crescent,L3C0B7,-79.28456800000001,42.986292999999996,599900.0,3,1,8/3/2018,3.0,Freehold,177
Ontario,Niagara-on-the-Lake,4 OAK Drive,L0S1J0,-79.09124399999999,43.255311999999996,699000.0,3,1,1/3/2018,4.0,Freehold,177
Ontario,Pembroke,1134 BOUNDARY ROAD W,K8A7W3,-77.148614,45.829848999999996,189900.0,3,1,7/3/2018,3.0,Freehold,179
Manitoba,Selkirk,9 305 MERCY ST,R1A2E3,-96.887167,50.143542,154500.0,19,1,20/3/2018,4.0,Freehold Condo,166
Alberta,Edmonton,20118 53 AV NW,T6M2W2,-113.669005,53.489064,368900.0,3,1,24/3/2018,3.0,Freehold,162
Ontario,Toronto,15 KETCHUM PL,M1V2N5,-79.2670723,43.8267273,1288000.0,3,1,19/3/2018,7.0,Freehold,165
Ontario,Toronto,15 KETCHUM PL,M1V2N5,-79.2670723,43.8267273,1288000.0,3,1,19/3/2018,7.0,Freehold,165
Ontario,Milton,1094 TUPPER DR,L9T0A8,-79.8530487,43.52436420000001,978000.0,3,1,21/3/2018,4.0,Freehold,166
Alberta,Edmonton,2 LAURIER PL NW,T5R5P4,-113.56138,53.51195,1950000.0,3,1,3/3/2018,4.0,Freehold,183
Ontario,Carleton Place,72 RIDELL STREET W,K7C3P1,-76.115341,45.129421,2000.0,6,2,24/3/2018,3.0,Freehold,163
New Brunswick,Moncton,166 Mailhot,E1G0A3,-64.84922399999999,46.113184000000004,359900.0,3,1,21/3/2018,5.0,Freehold,164
Nova Scotia,Little Harbour,5049 Little Harbour Road,B2H5C4,-62.5561233,45.6406109,425000.0,3,1,4/3/2018,3.0,Freehold,179
New Brunswick,Moncton,8 Hayden DR,E1E4E8,-64.820552,46.078877,379000.0,3,1,13/3/2018,3.0,Freehold,167
Quebec,Chomedey (Laval),#203 - 3705 Av. Jean-Béraud,H7T0K7,-73.76603329,45.56319639,1285.0,1,2,20/3/2018,1.0,Condominium/Strata,169
Alberta,Wabasca,2800 LAKEVIEW DR,T0G2K0,-113.891751,55.999991,600000.0,3,1,1/3/2018,3.0,Freehold,162
New Brunswick,Sackville,10 Wellington,E4L4N8,-64.369316,45.895062,84900.0,3,1,16/3/2018,2.0,Freehold,170
Ontario,Toronto,166 MAPLEHURST AVE,M2N3B9,-79.4036335,43.7642101,2000.0,3,2,12/3/2018,3.0,Freehold,174
Ontario,Vaughan,60 WINDHAVEN TERR,L4J7N8,-79.44812759999999,43.821042,2100000.0,3,1,2/3/2018,5.0,Freehold,184
Ontario,Brampton,9627 MISSISSAUGA RD,L0P1K0,-79.819397,43.6601799,1349900.0,3,1,17/3/2018,5.0,Freehold,169
Quebec,Le Plateau-Mont-Royal (Montréal),#P2-112 - 3424 Av. Henri-Julien,H2X3E3,-73.568546,45.516311,529000.0,1,1,7/3/2018,1.0,Condominium/Strata,174
Alberta,Grande Prairie,9810  96 Street #303,T8V7T9,-118.78212959999999,55.1695461,129900.0,1,1,15/3/2018,1.0,Condominium/Strata,174
Saskatchewan,Yorkton,69 Westshore GRNS,S3N2V4,-102.52192,51.1777,149000.0,17,1,21/3/2018,3.0,Leasehold,168
Saskatchewan,Saskatoon,128 663 Beckett CRES,S7N4X2,-106.579527,52.130638,254000.0,6,1,15/3/2018,2.0,Condominium/Strata,174
Alberta,Edmonton,11106 18 AVE. NW,T6J4T9,-113.520285487175,53.4479023179411,219000.0,6,1,2/3/2018,3.0,Condominium/Strata,184
Ontario,Hamilton,1004 UPPER WELLINGTON ST,L9A3S3,-79.873368,43.2238637,499900.0,3,1,17/3/2018,6.0,Freehold,169
British Columbia,Sparwood,#A6 100 Red Cedar Drive,V0B2G0,-114.886896,49.730068,34900.0,1,1,13/3/2018,0.0,Condominium/Strata,172
Quebec,Rosemont/La Petite-Patrie (Montréal),6255 21e Avenue,H1X3N9,-73.57819798,45.56124199,490000.0,3,1,14/3/2018,3.0,Condominium/Strata,166
Alberta,Rimbey,4702 51 Avenue,T0C2J0,-114.23305400000001,52.641022,89500.0,3,1,14/3/2018,1.0,Freehold,171
British Columbia,NANAIMO,6374 ICARUS DRIVE,V9V1N4,-124.043728,49.247036,1398000.0,3,1,14/3/2018,3.0,Freehold,167
Quebec,Brossard,#6 - 8125 Rue de Londres,J4Y0K5,-73.44422579,45.43340962,239800.0,1,1,5/3/2018,2.0,Condominium/Strata,164
Ontario,London,695 RICHMOND STREET N #208,N6A5M2,-81.252517,42.993506,199900.0,19,1,8/3/2018,2.0,Condominium,164
British Columbia,Mission,7510 JAMES STREET,V2V3W1,-122.3068074,49.138368299999996,799900.0,3,1,21/3/2018,5.0,Freehold,163
Ontario,Kawartha Lakes,19 SUMMER DR,K0M2C0,-78.80671140000001,44.2108079,479000.0,3,1,3/3/2018,4.0,Freehold,183
Alberta,Lethbridge,123 Canyon Estates Way W,T1K7A4,-112.854887,49.653998,589900.0,3,1,3/3/2018,3.0,Freehold,186
Ontario,Selwyn,1458 PEBBLE BEACH ROAD,K0L2H0,-78.372455,44.408226,1295000.0,3,1,20/3/2018,5.0,Freehold,166
Ontario,East Gwillimbury,18947 MCCOWAN RD,L0G1M0,-79.3430608,44.1224025,868000.0,3,1,8/3/2018,4.0,Freehold,163
Alberta,Whitecourt Rural,Lot 7-114051 TOWNSHIP RD 592,T7S1N7,-115.6185,54.090796,519900.0,3,1,7/3/2018,5.0,Freehold,165
Newfoundland & Labrador,Burin,322 Main Street,A0E1E0,-55.17284599999999,47.048198,109000.0,3,1,10/3/2018,3.0,Freehold,164
Alberta,Beaumont,6001 64 ST,T4X1Z2,-113.43448040237101,53.362191130422104,534900.0,3,1,9/3/2018,3.0,Freehold,177
Ontario,Ottawa,6980 STILL MEADOW WAY,K4P0C9,-75.56648,45.253291,869900.0,3,1,9/3/2018,4.0,Freehold,162
Manitoba,Brandon,16 Coulter WAY,R7A2V7,-99.948079,49.816876,268000.0,19,1,23/3/2018,3.0,Freehold Condo,162
Ontario,London,837 TALBOT STREET,N6A2V7,-81.258724,42.995940000000004,1700000.0,3,1,15/3/2018,9.0,Freehold,170
Ontario,Arthur,130 Frederick Street W,N0G1A0,-80.53875,43.831926,389900.0,3,1,1/3/2018,4.0,Freehold,167
Alberta,Thunder Lake,67 LIGHTNING BAY,T7N1N3,-114.73906399999998,54.11849,437000.0,3,1,22/3/2018,3.0,Freehold,165
Quebec,Bois-des-Filion,#A - 155 Av. du Sablon,J6Z4X2,-73.77525828,45.68325761,215000.0,1,1,10/3/2018,3.0,Condominium/Strata,176
Ontario,Magnetawan,458 NORTH HORN LAKE ROAD,P0A1P0,-79.486211,45.676044,799900.0,3,1,6/3/2018,4.0,Freehold,163
Alberta,Leduc,31 Sandalwood PL,T9E1C3,-113.58769,53.2511,415814.0,3,1,3/3/2018,3.0,Freehold,183
Ontario,Apsley,18 HEMLOCK POINT ROAD,K0L1A0,-78.007501,44.822019,550000.0,3,1,20/3/2018,5.0,Freehold,166
Ontario,Whitchurch-Stouffville,12975 MCCOWAN RD,L4A7X5,-79.3071995,43.9766159,1790000.0,3,1,13/3/2018,3.0,Freehold,171
Quebec,Ville-Marie (Montréal),#2605 - 1225 Boul. Robert-Bourassa,H3B9A9,-73.568852,45.502717,4800.0,1,2,13/3/2018,2.0,Condominium/Strata,166
Saskatchewan,Martensville,204 Glenwood TER,S0K0A2,-106.66621799999999,52.281945,409900.0,3,1,20/3/2018,4.0,Freehold,165
Alberta,Red Deer,5920 60 Avenue,T4N4W7,-113.83003500000001,52.279142,199000.0,3,1,13/3/2018,4.0,Freehold,163
Quebec,Desjardins (Lévis),#931 - 5620 Rue J.-B.-Michaud,G6V0R3,-71.16287145,46.79081539,268800.0,1,1,10/3/2018,1.0,Condominium/Strata,174
Manitoba,The Pas,232 Kryschuk RD,R9A1M3,-101.11458,53.85333000000001,110000.0,17,1,17/3/2018,3.0,Freehold,170
Alberta,Edmonton,857 CRYSTALLINA NERA WY NW,T5Z0L5,-113.45777140000001,53.6409971,334500.0,3,1,10/3/2018,3.0,Freehold,176
Alberta,Edmonton,857 CRYSTALLINA NERA WY NW,T5Z0L5,-113.45777140000001,53.6409971,334500.0,3,1,10/3/2018,3.0,Freehold,176
Alberta,Serenity Estates,283200 SERENITY PL,T2M4L5,-113.856306,51.168273,1489000.0,3,1,17/3/2018,6.0,Freehold,169
Saskatchewan,Moose Jaw,1004 Willow AVE,S6H1G6,-105.52619399999999,50.398953999999996,289900.0,3,1,6/3/2018,2.0,Freehold,172
Ontario,Archipelago South,B226-1 GEORGIAN BAY WATER ISLAND W,P0C1H0,-80.11354399999999,45.175846,449900.0,3,1,10/3/2018,4.0,Freehold,166
Ontario,Casselman,200 ARGILE ST,K0A1M0,-75.10307550430299,45.3153831125519,315900.0,3,1,13/3/2018,3.0,Freehold,164
Newfoundland & Labrador,CORNER BROOK,15 VALLEYVIEW Drive,A2H6V4,-57.982946999999996,48.942979,209900.0,3,1,20/3/2018,3.0,Freehold,166
British Columbia,Vernon,"432 Longspoon Drive,",V1H2K2,-119.400168,50.182951,644000.0,3,1,2/3/2018,2.0,Freehold,184
Newfoundland & Labrador,Spaniards Bay,138 Conception Bay Highway,A0A3X0,-53.286953000000004,47.60672,169999.0,3,1,6/3/2018,2.0,Freehold,180
Ontario,Newmarket,#104 -900 BOGART MILL TR,L3Y8V5,-79.431599,44.050113,630000.0,1,1,14/3/2018,2.0,Condominium/Strata,172
Ontario,Elliot Lake,1125 WAGOOSH LAKE RD,P5A2J6,-82.64345990000001,46.3831834,295000.0,3,1,7/3/2018,2.0,Freehold,179
Ontario,Glen Robertson,3854 FOURTH LINE ROAD,K0B1H0,-74.482936,45.328151,325000.0,3,1,18/3/2018,6.0,Freehold,169
Ontario,Guelph/Eramosa,5820 JONES BASELINE,N0B1J0,-80.287577,43.65116679999999,999000.0,3,1,6/3/2018,3.0,Freehold,180
Ontario,Ottawa,22 CEDAR ROAD,K1J6L4,-75.608307,45.447291,675000.0,3,1,14/3/2018,4.0,Freehold,172
Quebec,Ville-Marie (Montréal),#1702 - 495 Av. Viger O.,H2Z0B1,-73.56310699999999,45.501989,750000.0,1,1,13/3/2018,2.0,Condominium/Strata,173
Saskatchewan,Wolseley,113 Cairo ST,S0G5H0,-103.273546,50.425146999999996,120000.0,3,1,17/3/2018,4.0,Freehold,164
Saskatchewan,Leroy,218 2nd AVE,S0K2P0,-104.742498,51.999795,95000.0,3,1,5/3/2018,3.0,Freehold,181
